10	1236
15	1205
20	1253
25	1223
30	1109
35	1202
40	1189
45	1084
50	1113
55	1158
60	1423
65	1783
70	2259
75	3000
80	3648
85	3769
90	3572
95	3068
100	2289
105	1574
110	1197
115	1068
120	893
125	958
130	840
135	891
140	836
145	832
150	827
155	764
160	825
165	837
170	806
175	765
180	740
185	784
190	702
195	708
200	671
